image,s00,s10,s01,s20,s11,s02,s30,s21,s12,s03,xbar,ybar,hu0,hu1,hu2,hu3,hu4,hu5,hu6
tsign.png,9.53778e+06,1.13268e+09,1.01311e+09,1.89044e+11,1.20236e+11,1.47302e+11,3.54727e+13,2.00678e+13,1.74838e+13,2.40951e+13,118.757,106.221,0.00103571,2.66204e-08,2.98811e-14,8.42351e-14,2.83226e-27,1.14592e-17,-3.13656e-27,
