image,s00,s10,s01,s20,s11,s02,s30,s21,s12,s03,xbar,ybar,hu0,hu1,hu2,hu3,hu4,hu5,hu6
/home/kp/CMPE 297 programs/assignemtn5/CaptureThu Mar 16 16:38:37 2017
.jpg,2.6255e+07,8.09883e+09,4.2286e+09,3.20081e+12,1.33535e+12,9.0314e+11,1.40165e+15,5.3145e+14,2.88435e+14,2.17359e+14,308.468,161.059,0.00134141,4.93949e-07,3.60324e-11,3.04274e-11,1.00622e-21,2.11068e-14,5.07696e-23,
